frequency,callsign,city,sp,antenna_type,erp,lat,lon,class,slogan,haat,owner,format,market
106.1,W291DJ,GRAND RAPIDS,MI,NDIR,0.075,42.95166666666667,85.69888888888889,D,THE TICKET,,Cumulus Media,Sports,Grand Rapids
106.1,W291DK,ST. JOSEPH,MI,NDIR,0.25,42.07197222222223,86.37086111111111,D,106.1 THE NEW QYQ,,"WSJM, INC.",Rock,
106.1,W291DP,MENOMINEE,MI,NDIR,0.25,45.066111111111105,87.66527777777779,D,CHRISTIAN INFORMATION RADIO,,,Religious Teaching,
106.3,W292DA,LINDEN,MI,NDIR,0.055,42.825027777777784,83.78466666666667,D,YOUR FRIEND WFRN,46.7,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian/Religious Teaching,Flint
106.3,W292DK,WESTLAND,MI,DRL,0.099,42.44808333333333,83.17297222222223,D,MIX 92.3,263.7,EDUCATIONAL MEDIA FOUNDATION,Urban AC,Detroit
106.3,W292FE,LUDINGTON,MI,NDIR,0.25,43.91694444444444,86.43666666666667,D,GOOD TIME OLDIES,,"SYNERGY MEDIA, INC.",Oldies,
106.5,W293CA,FLINT,MI,NDIR,0.25,43.01613888888889,83.64994444444446,D,VICTORY 600 AM,,"CHRISTIAN BROADCASTING SYSTEM, LTD.",Religious Teaching,Flint
106.9,W295BP,HASLETT,MI,NDIR,0.12,42.748472222222226,84.44780555555556,D,AIR1,35.7,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Lansing-East Lansing
106.9,W295CL,KALAMAZOO,MI,DRL,0.2,42.29669444444444,85.6413888888889,D,WKZO 590 AM-106.9 FM,,"MIDWEST COMMUNICATIONS, INC.",News/Talk,Kalamazoo
106.9,W295CT,LAPEER,MI,NDIR,0.25,43.07947222222223,83.30966666666666,D,GOSPEL 1230,,THE CALVARY BIBLE CHURCH OF LAPEER,Religious Teaching,Detroit
106.9,W295CU,TAWAS CITY,MI,NDIR,0.25,44.34030555555556,83.62163888888888,D,THE BAY`S BEST,,"CARROLL ENTERPRISES, INC.",Talk,
106.9,W295CX,MARQUETTE,MI,NDIR,0.25,46.54394444444444,87.39322222222224,D,ROCKIN' EAGLE,,Keweenaw Bay Indian Community,Classic Rock,
106.9,W295DA,STURGIS,MI,NDIR,0.25,41.806999999999995,85.40080555555556,D,RIVER COUNTRY 97.1,,"IMPACT RADIO, LLC",Country,
107.1,W296CG,DETROIT,MI,DRL,0.25,42.51133333333333,82.9593888888889,D,K-LOVE,,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Detroit
107.1,W296DY,DETROIT,MI,DRL,0.099,42.469750000000005,83.11519444444444,D,THE WORD AM 560,,"WMUZ RADIO, INC.",Religious Teaching,Detroit
107.1,W296EJ,PETOSKEY,MI,NDIR,0.099,45.32138888888889,84.87583333333333,D,106.7 STAR COUNTRY,,"MACDONALD GARBER BROADCASTING, INC.",Country,Traverse City-Petoskey-Cadillac
107.3,W297CD,HANCOCK,MI,NDIR,0.25,47.101305555555555,88.5915,D,GOOD TIME OLDIES,,"J & J BROADCASTING, INC.",Oldies,
107.3,W297CG,FLINT,MI,DRL,0.25,43.01083333333333,83.65111111111112,D,K-107.3,,Cumulus Media,Classic Hits,Flint
107.5,W298BW,IRON MOUNTAIN,MI,NDIR,0.01,45.82083333333334,88.04166666666667,D,K-LOVE,,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
107.5,W298CQ,NILES,MI,NDIR,0.08,41.82319444444445,86.28405555555555,D,THE VOICE 1290 AM & 107.5 FM,,MARION R. WILLIAMS,Classic Hits,
107.7,W299BE,BIG RAPIDS,MI,NDIR,0.25,43.663916666666665,85.482,D,NEWSRADIO 1460-107.7 WBRN,,"MENTOR PARTNERS, INC.",Talk,
107.7,W299CB,MANISTEE,MI,NDIR,0.019,44.211111111111116,86.29813888888889,D,HITS 106,,SMILE FM,Hot AC,Traverse City-Petoskey-Cadillac
107.7,W299CK,MIDLAND,MI,NDIR,0.25,43.61475,84.22083333333333,D,SUNNY 97.7,,"Black Diamond Broadcast Group, LLC",Classic Hits,Saginaw-Bay City-Midland
107.9,W300CO,DEXTER,MI,DRL,0.1,42.24625,83.84944444444444,D,AVE MARIA RADIO,65.6,Ave Maria Communications,Religious Teaching,Ann Arbor
107.9,W300DI,DEARBORN,MI,DRL,0.085,42.38944444444444,83.14805555555556,D,LA ZETA 1310,,"ZAMORA BROADCASTING SYSTEMS, INC.",Regional Mexican,Detroit
89.5,WAHS,AUBURN HILLS,MI,DRL,2.4,42.62836111111111,83.2321388888889,A,AVONDALE COMMUNITY RADIO,54.0,WAHS-FM AVONDALE HIGH SCHOOL,Variety,Detroit
104.9,WAIR,LAKE CITY,MI,DRL,2.8,44.24888888888889,85.31338888888888,A,SMILE FM MICHIGAN'S POSITIVE HITS,149.0,SMILE FM,Contemporary Christian,
99.3,WATZ-FM,ALPENA,MI,OTS,17.0,44.856944444444444,83.54275,C2,TODAY'S COUNTRY 99.3,257.0,"WATZ Radio, Inc.",Country,
